岗位名称,公司名称,最低工资,最高工资,工作地点,学位要求,工作日,截止日期,岗位描述
视频剪辑实习生,点亮视界,120,150,广州,大专,3,2021/4/30,"职位诱惑


发展前景、团队实力、转正机会







职位描述：





【工作职责】





1.根据项目宣传需求，协助上级完成视频的后期制作（包括包装、剪辑、配乐等）；







	2.根据素材完成动画视频的剪辑、特效；



3.熟练地操作AE（粒子等各类插件）、PR、PS等后期制作软件进行后期设计工作。



4.完成上级交代的其他任务。



5.需要跟前期拍摄现场。
 
【任职要求】



1.熟练操作与运用AE、PR、PS等视频剪辑与包装软件，能独立完成视频素材的剪辑制作；



2.有良好的沟通能力和团队合作意识，积极主动的工作态度；"
新媒体运营实习生,五菱汽车,100,150,杭州,大专,6,2021/5/6,"1、新媒体资源拓展，熟悉各大新媒体平台的特点及资源，建立渠道关系、结合目标客户群，提高知名度；


	2、负责新媒体渠道（抖音、快手、其他互联网平台等）日常运营维护及推广工作，持续提高影响力和关注度；


	3、擅长社会运营，吸引粉丝，提升粘性，实现社群裂变营销；


	4、快速响应时事热点或敏感话题，编辑原创话题、发布相关文章，并定期分析相关数据，对于数据效果进行反馈；


	5、负责公司产品文案和活动文案的美化撰写；


	6、参与公司整体品牌、产品的营销策划与市场推广；


	7、负责外部合作各渠道的良好关系维护；


	8、 完成领导安排的其他任务。


	任职要求：


	1、文案策划经验，熟悉新媒体运营模式；


	2、有独立策划、实施新媒体活动的能力


	3、具有较强的文案功底及创新意识，良好的审美，能准确传达市场推广过程中需求性内容；


	4、一年以上新媒体或互联网工作经验优先，抖音、快手等社交平台的资深用户优先考虑；


	5、大专以上学历，市场营销、广告等专业优先&semi;


	其它要求：面试时带过往相关作品


	福利待遇：


	1、具有市场竞争力的薪资；


	2、提供中餐免费；


	3、缴纳五险(养老、工伤、失业、生育、医疗)；


	4、员工培训：内部培训（新员工入职培训及各部门业务培训）外部培训（厂家培训）；


	5、其他福利：年终奖金、高温补贴、节日福利、员工旅游等。


	***本公司做六休一，介意单休者，请勿投递，谢谢合作！


	工作地址：杭州市拱墅区沈半路182号（浙江省内可调配）


	浙江五菱集团涵盖：杭州、嘉兴、湖州、宁波、绍兴、台州、诸暨七大分公司，合计55家直营4S店。


	杭州总公司直营店：拱墅区沈半路中心店、拱墅区汽车城店、江干区下沙五菱旗舰店、江干区下沙宝骏城市展厅、临安店、余杭店、富阳店、桐庐店、建德店、淳安店。"
全媒体制作二部 视频组实习生,人民网,50,80,北京,本科,5,2021/5/5,"人民网全媒体2部 视频实习生招聘


 



	岗位职责：
1、参与视频精品项目前期创意策划与拍摄；
2、完成视频节目的后期剪辑与包装工作；



岗位要求：
1、大三/研一/研二在校生优先，影视类专业院优先，实习期三个月以上，需要每周五天全勤到岗；
2、了解短片创作规律，有一定的大众情感洞察能力以及影片内容策划能力；
3、熟练使用Pr/FCP、AE等相关合成制作软件和非线性编辑软件；具备独立完成视频剪辑、合成制作的能力和经验；
4、工作认真细心，责任心强，能用积极的心态面对挑战；








你将得到：


	人民网实习证明，名人大咖近距离，央媒老师手把手教写作、教运营教管理技巧，以及近距离了解主流媒体机会。"
品牌视觉实习生,萌奕文化,120,150,上海,不限,3,2021/5/2,"该职位接受暑期实习。


工作职责：


1、参与团队设计讨论，完成人物、活动拍摄及后期图片处理工作；


2、协助品牌形象的构建及线上线下推广的创意设计；


3、为微信、微博等提供素材及对其美化。








岗位要求：


 


	1、专业不限，一周至少实习3天以上；


	2、为人踏实，态度诚恳 ，有责任感，能吃苦；


	3、热爱摄影时尚，时尚穿搭，有自己的审美； 


	4、熟练操作Photoshop，会调色修图者优先；


	5、有长期使用社交媒体习惯，喜欢发布自媒体者优先。"
媒体运营实习生,麓湖·A4美术馆,0,50,成都,本科,5,2021/4/27,"媒体作为窗口的存在让美术馆在公众的视野中保持活跃，让大家更加清晰的了解馆内资讯及艺术家动态，同时也渗透在每项活动的每个阶段每个角落。如果你想参与到整个活动的策划与执行中，想在国际项目及学术活动中收获更多专业知识，展现个人不止于文字的综合实力，那么媒体推广会让你大展身手，同美术馆一起大放异彩！









	新媒体运营（实习生）


	 


	职责：


	1、协助维护自媒体平台的日常运营（官网、微信、微博、Instagram、Facebook等）


	2、媒体资料整理归档；


	3、协助各类活动现场（如开幕式、展览发布会等其他媒体活动）


	 


	要求：


	1、本科及以上学历的在校大学生、研究生，或热爱当代艺术，想更加了解艺术管理行业的人士（具有艺术、文学、传播等相关专业背景或从业经验优先）；


	2、对内容创作有足够的热情和好奇心，具有一定的文字功底，熟练使用秀米等微信排版工具；


	3、条理清晰、沟通能力及理解能力强，具备良好的英语书面及口语能力；


	4、拥有基本平面设计与图片编辑能力是加分项；


	5、实习期限不低于3个月，每周工作至少4天（能持续全职实习者优先）；


	 


	福利：


	1、实习津贴，网红午餐及加班餐


	2、当期展览门票2张及超值神秘大礼包一份


	3、服务期间免费参观本馆举办的各项展览


	4、服务期间享有本馆举办的讲座及其他活动的优先参与权


	5.、实习期满可获得官方出具的实习证明


	6、艺术品商店享受美术馆自主开发产品8.5折优惠，商店代售产品9.5折优惠（带朋友享受同样折扣）


	7、表现优异者将获得正式岗位优先考虑资格（免初试环节）"
摄像后期助理,新华网,薪资面议,薪资面议,成都,本科,5,2021/5/31,"岗位职责：


	1.协助编导进行资料收集、整理、存档；


	2.协助编导进行拍摄、制作、沟通协调工作；


	3.协助编导进行后期剪辑等工作；


4.完成领导交办的其他工作。 






	任职要求:


1.熟练操作剪辑软件FCPX或PR，能够熟练运用摄像机、单反并且能独立完成拍摄任务；


2.熟悉影视摄制流程，吃苦耐劳，能适应高强度工作；


3.对影视行业充满热情、对新媒体及微视频有浓厚兴趣，身体健康、学习能力强、沟通与表达能力强；



4.全日制大学本科或硕士研究生。"
市场实习生（活动策划/新媒体运营）,启德教育,150,150,上海,本科,3,2021-0-31,"工作职责：


	1、 参与各类线上、线下活动的策划与执行工作


	2、 协助校园社群的推广、搭建及运营


	3、 配合完成微信公众号的日常内容运营及部分推文的撰写工作


	4、 部门交代的其他事宜


	任职资格：


	1、 大学本科/研究生在读学生，能每周至少工作三天且持续三个月以上者优先


	2、 对社群运营、活动策划或推广方面感兴趣，有相关经验者加分


	3、了解留学领域，或有较强的学习意愿及能力


	4、工作积极主动，认真细致，有良好的沟通和执行能力"
短视频编导实习生,时刻互动,100,200,南昌,本科,5,2021/4/27,"1、协助公司短视频内容创作、包括选题、分镜头脚本，把握短视频风格，能根据热点来拟定脚本；

2、协助拍摄与录制，参与拍摄，现场调度与控制跟踪后期制作，保证成片质量。

3、有一定的后期剪辑包装能力，后期人员不足时可协商剪辑；


	4、脑洞开，有独立观点，逻辑强，文笔犀利（拒绝二手资料的简单堆砌）





	5、有过实习经验的优先考虑；"
影视娱乐编导实习生,猫眼娱乐,120,150,北京,本科,4,2021/5/31,1.负责影视娱乐原创视频的剪辑发布2.负责快手，抖音内容分发平台的运营3.参与每日选题，撰写影视娱乐内容相关策划4.参与艺人的采访拍摄，侧拍5.辅助参与电影项目的宣发工作任职要求：1.对新热娱乐事件，综艺电影电视了解2.对当红明星了如指掌，饭圈者加分3.一定能很熟练运用pr、ps4.会熟练运用单反相机，辅助进行拍摄
新媒体运营实习生,网易有道,120,150,北京,不限,4,2021-12-2,"职位描述：
		
			1） 微信日常运营，有原创能力，能通过分析数据指导内容运营；
2） 配合策划能提升粉丝数、粉丝活跃度的活动、传播素材 ；
3） 结合重大时间节点、热点做多种内容形式的策划 ；
		

			4） 负责完成与家长相关的其他内容工作。
		





		资格要求：
		
			1）热爱网络新媒体，有较强抗压能力；对高考有一定了解，喜欢与家长交流。
2）严肃又活泼，脑洞与逻辑力并存。有一定的新闻敏感度，能抓住网络热点，熟悉新媒体运营；
3）有运营微博、微信等经验的优先；会基础PS，有视频策划剪辑经验的加分会基础PS，有视频策划剪辑经验的加分
4）擅长微信排版，有一定审美能力，具备策划创意能力
5） 在校大学生，并能够保证长时间实习。"
